lr,batch_size,num_layers,hidden_size,test_loss
0.0001,64,3,400,0.022377628833055496
0.0001,64,3,500,0.022385945543646812
0.0001,64,3,600,0.02193109691143036
0.0001,64,3,700,0.022287795320153236
0.0001,64,3,800,0.02192171849310398
0.0001,64,4,400,0.02249191701412201
0.0001,64,4,500,0.022060833871364594
0.0001,64,4,600,0.022210530936717987
0.0001,64,4,700,0.021911023184657097
0.0001,64,4,800,0.02216237783432007
0.0001,64,5,400,0.02240663208067417
0.0001,64,5,500,0.02252483181655407
0.0001,64,3,400,0.022539906203746796
0.0001,64,3,500,0.02223781682550907
0.0001,64,3,600,0.02220110222697258
0.0001,64,3,700,0.02206539921462536
0.0001,64,3,800,0.022198714315891266
0.0001,64,4,400,0.022383391857147217
0.0001,64,4,500,0.021980145946145058
0.0001,64,4,600,0.022158443927764893
0.0001,64,4,700,0.02276352047920227
0.0001,64,4,800,0.022176571190357208
0.0001,64,5,400,0.022316550835967064
0.0001,64,5,500,0.022286072373390198
0.0001,64,5,600,0.022265402600169182
0.0001,64,5,700,0.022569363936781883
0.0001,64,5,800,0.022069118916988373
0.0001,64,6,400,0.022532103583216667
0.0001,64,6,500,0.023050600662827492
0.0001,64,6,600,0.02275206334888935
0.0001,64,6,700,0.022769292816519737
0.0001,64,6,800,0.02240004390478134
0.0001,64,7,400,0.022636769339442253
0.0001,64,7,500,0.022945808246731758
0.0001,64,7,600,0.02242404595017433
0.0001,64,7,700,0.021957775577902794
0.0001,64,7,800,0.02281752973794937
0.0001,128,3,400,0.02202974632382393
0.0001,128,3,500,0.022358132526278496
0.0001,128,3,600,0.022045424208045006
0.0001,128,3,700,0.021997764706611633
0.0001,128,3,800,0.021947119385004044
0.0001,128,4,400,0.022166453301906586
0.0001,128,4,500,0.022207817062735558
0.0001,128,4,600,0.02213071472942829
0.0001,128,4,700,0.022207479923963547
0.0001,128,4,800,0.02199711464345455
0.0001,128,5,400,0.023134132847189903
0.0001,128,5,500,0.022104261443018913
0.0001,128,5,600,0.0221197921782732
0.0001,128,5,700,0.02209220640361309
0.0001,128,5,800,0.02226307801902294
0.0001,128,6,400,0.022313149645924568
0.0001,128,6,500,0.022433100268244743
0.0001,128,6,600,0.022203875705599785
0.0001,128,6,700,0.022268077358603477
0.0001,128,6,800,0.022186050191521645
0.0001,128,7,400,0.022392820566892624
0.0001,128,7,500,0.02260611206293106
0.0001,128,7,600,0.022093303501605988
0.0001,128,7,700,0.022349383682012558
0.0001,128,7,800,0.022168276831507683
0.0001,256,3,400,0.022744029760360718
0.0001,256,3,500,0.0222979374229908
0.0001,256,3,600,0.02192160300910473
0.0001,256,3,700,0.02212570048868656
0.0001,256,3,800,0.02220376767218113
0.0001,256,4,400,0.022122643887996674
0.0001,256,4,500,0.022199049592018127
0.0001,256,4,600,0.022020956501364708
0.0001,256,4,700,0.02200755663216114
0.0001,256,4,800,0.02213517390191555
