lr,batch_size,num_layers,hidden_size,reduce_factor,test_loss
0.0001,32,6,300,0.4,0.006406232248991728
0.0001,32,6,300,0.6,0.006569267250597477
0.0001,32,6,300,0.8,0.006506033707410097
0.0001,32,6,300,1.0,0.0065556601621210575
0.0001,32,6,500,0.2,0.0066938153468072414
0.0001,32,6,500,0.4,0.006433278322219849
0.0001,32,6,500,0.6,0.006417307537049055
0.0001,32,6,500,0.8,0.006589773576706648
0.0001,32,6,500,1.0,0.006437518168240786
0.0001,32,6,700,0.2,0.016978487372398376
0.0001,32,6,700,0.4,0.006343526765704155
0.0001,32,6,700,0.6,0.006318633910268545
0.0001,32,6,700,0.8,0.006471487693488598
0.0001,32,6,700,1.0,0.0063733188435435295
0.0001,32,6,1000,0.2,0.007421631831675768
0.0001,32,6,1000,0.4,0.00636657327413559
0.0001,32,6,1000,0.6,0.006362455897033215
0.0001,32,6,1000,0.8,0.00631371745839715
0.0001,32,6,1000,1.0,0.006387061905115843
0.0001,32,6,1500,0.2,0.006408786866813898
0.0001,32,6,1500,0.4,0.006318419240415096
0.0001,32,6,1500,0.6,0.006242070347070694
0.0001,32,6,1500,0.8,0.006262559909373522
0.0001,32,6,1500,1.0,0.0064493706449866295
0.0001,32,6,2000,0.2,0.006309046875685453
0.0001,32,6,2000,0.4,0.006260375492274761
0.0001,32,6,2000,0.6,0.006188392639160156
0.0001,32,6,2000,0.8,0.006211905274540186
0.0001,32,6,2000,1.0,0.006243780255317688
0.0001,32,7,300,0.2,0.017922550439834595
0.0001,32,7,300,0.4,0.0070790015161037445
0.0001,32,7,300,0.6,0.00669744610786438
0.0001,32,7,300,0.8,0.0065041170455515385
0.0001,32,7,300,1.0,0.0065563819371163845
0.0001,32,7,500,0.2,0.017007440328598022
0.0001,32,7,500,0.4,0.006467989645898342
0.0001,32,7,500,0.6,0.006417964119464159
0.0001,32,7,500,0.8,0.006547603756189346
0.0001,32,7,500,1.0,0.006457170937210321
0.0001,32,7,700,0.2,0.016964251175522804
0.0001,32,7,700,0.4,0.0064238980412483215
0.0001,32,7,700,0.6,0.006324008107185364
0.0001,32,7,700,0.8,0.00632302975282073
0.0001,32,7,700,1.0,0.0065526412799954414
0.0001,32,7,1000,0.2,0.0063755325973033905
0.0001,32,7,1000,0.4,0.006447243969887495
0.0001,32,7,1000,0.6,0.006291389465332031
0.0001,32,7,1000,0.8,0.0063221268355846405
0.0001,32,7,1000,1.0,0.006423435173928738
0.0001,32,7,1500,0.2,0.016978571191430092
0.0001,32,7,1500,0.4,0.006347815040498972
0.0001,32,7,1500,0.6,0.006177392788231373
0.0001,32,7,1500,0.8,0.006305749993771315
0.0001,32,7,1500,1.0,0.006303159520030022
0.0001,32,7,2000,0.2,0.02027694135904312
0.0001,32,7,2000,0.4,0.006218543741852045
0.0001,32,7,2000,0.6,0.00634869746863842
0.0001,32,7,2000,0.8,0.006279628723859787
0.0001,32,7,2000,1.0,0.006070640403777361
0.0001,32,8,300,0.2,0.01698872074484825
0.0001,32,8,300,0.4,0.01696409098803997
0.0001,32,8,300,0.6,0.006500431802123785
0.0001,32,8,300,0.8,0.006546569522470236
0.0001,32,8,300,1.0,0.006629949435591698
0.0001,32,8,500,0.2,0.01696435734629631
0.0001,32,8,500,0.4,0.016964677721261978
0.0001,32,8,500,0.6,0.00660044327378273
0.0001,32,8,500,0.8,0.006396147422492504
0.0001,32,8,500,1.0,0.006364951841533184
0.0001,32,8,700,0.2,0.01699441485106945
0.0001,32,8,700,0.4,0.00635093729943037
0.0001,32,8,700,0.6,0.006425118073821068
0.0001,32,8,700,0.8,0.006264415103942156
0.0001,32,8,700,1.0,0.0064053828828036785
0.0001,32,8,1000,0.2,0.016964375972747803
0.0001,32,8,1000,0.4,0.006250808481127024
0.0001,32,8,1000,0.6,0.006407438311725855
0.0001,32,8,1000,0.8,0.006282301619648933
0.0001,32,8,1000,1.0,0.006485125049948692
0.0001,32,8,1500,0.2,0.014456148259341717
0.0001,32,8,1500,0.4,0.00633810181170702
0.0001,32,8,1500,0.6,0.006144308485090733
0.0001,32,8,1500,0.8,0.006144556682556868
0.0001,32,8,1500,1.0,0.006345313508063555
0.0001,32,8,2000,0.2,0.017730392515659332
0.0001,32,8,2000,0.4,0.006302696652710438
0.0001,32,8,2000,0.6,0.0063974508084356785
0.0001,32,8,2000,0.8,0.006276655942201614
0.0001,32,8,2000,1.0,0.006162985228002071
0.0001,32,9,300,0.2,0.020026158541440964
0.0001,32,9,300,0.4,0.01697923056781292
0.0001,32,9,300,0.6,0.006536166649311781
0.0001,32,9,300,0.8,0.0066008130088448524
0.0001,32,9,300,1.0,0.0065717147663235664
0.0001,32,9,500,0.2,0.016964420676231384
0.0001,32,9,500,0.4,0.017011219635605812
0.0001,32,9,500,0.6,0.006391465663909912
0.0001,32,9,500,0.8,0.006390809081494808
0.0001,32,9,500,1.0,0.006538937799632549
0.0001,32,9,700,0.2,0.019717536866664886
0.0001,32,9,700,0.4,0.007205852307379246
0.0001,32,9,700,0.6,0.006396356504410505
0.0001,32,9,700,0.8,0.006393190938979387
0.0001,32,9,700,1.0,0.006427319720387459
0.0001,32,9,1000,0.2,0.01697717048227787
0.0001,32,9,1000,0.4,0.016964184120297432
0.0001,32,9,1000,0.6,0.006391752976924181
0.0001,32,9,1000,0.8,0.0062482659704983234
0.0001,32,9,1000,1.0,0.006310942117124796
0.0001,32,9,1500,0.2,0.016979336738586426
0.0001,32,9,1500,0.4,0.006331362295895815
0.0001,32,9,1500,0.6,0.006270582787692547
0.0001,32,9,1500,0.8,0.006487010978162289
0.0001,32,9,1500,1.0,0.006260632071644068
0.0001,32,9,2000,0.2,0.017944566905498505
0.0001,32,9,2000,0.4,0.006297903601080179
0.0001,32,9,2000,0.6,0.0062666600570082664
0.0001,32,9,2000,0.8,0.006094952113926411
0.0001,32,9,2000,1.0,0.006336084101349115
0.0001,32,10,300,0.2,0.016979042440652847
0.0001,32,10,300,0.4,0.01784876175224781
0.0001,32,10,300,0.6,0.0065601482056081295
0.0001,32,10,300,0.8,0.006590467877686024
0.0001,32,10,300,1.0,0.0065527623519301414
0.0001,32,10,500,0.2,0.01698281243443489
0.0001,32,10,500,0.4,0.016981150954961777
0.0001,32,10,500,0.6,0.006437155418097973
0.0001,32,10,500,0.8,0.006518455222249031
0.0001,32,10,500,1.0,0.006476370617747307
0.0001,32,10,700,0.2,0.0178021602332592
0.0001,32,10,700,0.4,0.014292706735432148
0.0001,32,10,700,0.6,0.006450423039495945
0.0001,32,10,700,0.8,0.00638491241261363
0.0001,32,10,700,1.0,0.006498333066701889
0.0001,32,10,1000,0.2,0.016964925453066826
0.0001,32,10,1000,0.4,0.016976147890090942
0.0001,32,10,1000,0.6,0.0063929250463843346
0.0001,32,10,1000,0.8,0.006276633590459824
0.0001,32,10,1000,1.0,0.006194815039634705
0.0001,32,10,1500,0.2,0.016978882253170013
0.0001,32,10,1500,0.4,0.01731441169977188
0.0001,32,10,1500,0.6,0.006409918889403343
0.0001,32,10,1500,0.8,0.0061970055103302
0.0001,32,10,1500,1.0,0.006135112605988979
0.0001,32,10,2000,0.2,0.017245493829250336
0.0001,32,10,2000,0.4,0.016965342685580254
0.0001,32,10,2000,0.6,0.006229501683264971
0.0001,32,10,2000,0.8,0.006415344774723053
0.0001,32,10,2000,1.0,0.006292840465903282
0.0001,64,4,300,0.2,0.006455767434090376
0.0001,64,4,300,0.4,0.006472695618867874
0.0001,64,4,300,0.6,0.006472025532275438
0.0001,64,4,300,0.8,0.0065667531453073025
0.0001,64,4,300,1.0,0.006526566576212645
0.0001,64,4,500,0.2,0.006440747529268265
0.0001,64,4,500,0.4,0.006338221020996571
0.0001,64,4,500,0.6,0.006433537695556879
0.0001,64,4,500,0.8,0.006491825450211763
0.0001,64,4,500,1.0,0.006590296979993582
0.0001,64,4,700,0.2,0.006458458956331015
0.0001,64,4,700,0.4,0.006357631180435419
0.0001,64,4,700,0.6,0.006412376184016466
0.0001,64,4,700,0.8,0.006410355679690838
0.0001,64,4,700,1.0,0.006407404318451881
0.0001,64,4,1000,0.2,0.006357208359986544
0.0001,64,4,1000,0.4,0.006504708435386419
0.0001,64,4,1000,0.6,0.006374306511133909
0.0001,64,4,1000,0.8,0.006368983071297407
0.0001,64,4,1000,1.0,0.006452355068176985
0.0001,64,4,1500,0.2,0.006338805425912142
0.0001,64,4,1500,0.4,0.006402794271707535
0.0001,64,4,1500,0.6,0.00632054777815938
0.0001,64,4,1500,0.8,0.0063862912356853485
0.0001,64,4,1500,1.0,0.006410581991076469
0.0001,64,4,2000,0.2,0.006296528968960047
0.0001,64,4,2000,0.4,0.006426284089684486
0.0001,64,4,2000,0.6,0.006323495879769325
0.0001,64,4,2000,0.8,0.006374778691679239
0.0001,64,4,2000,1.0,0.006427624728530645
0.0001,64,5,300,0.2,0.006575174164026976
0.0001,64,5,300,0.4,0.006625556852668524
0.0001,64,5,300,0.6,0.0065946211107075214
0.0001,64,5,300,0.8,0.006603083107620478
0.0001,64,5,300,1.0,0.006591364275664091
0.0001,64,5,500,0.2,0.006471654865890741
0.0001,64,5,500,0.4,0.006324490066617727
0.0001,64,5,500,0.6,0.006485876627266407
0.0001,64,5,500,0.8,0.006577559281140566
0.0001,64,5,500,1.0,0.006467882543802261
0.0001,64,5,700,0.2,0.006354386452585459
0.0001,64,5,700,0.4,0.00637587858363986
0.0001,64,5,700,0.6,0.006428936496376991
0.0001,64,5,700,0.8,0.006355066318064928
0.0001,64,5,700,1.0,0.006437421776354313
0.0001,64,5,1000,0.2,0.0064316377975046635
0.0001,64,5,1000,0.4,0.006384482141584158
0.0001,64,5,1000,0.6,0.0063530150800943375
0.0001,64,5,1000,0.8,0.0063840229995548725
0.0001,64,5,1000,1.0,0.006286858581006527
0.0001,64,5,1500,0.2,0.006265497766435146
0.0001,64,5,1500,0.4,0.0063247643411159515
0.0001,64,5,1500,0.6,0.006308736279606819
0.0001,64,5,1500,0.8,0.006207249127328396
0.0001,64,5,1500,1.0,0.006231333129107952
0.0001,64,5,2000,0.2,0.00635587377473712
0.0001,64,5,2000,0.4,0.006356243044137955
0.0001,64,5,2000,0.6,0.0063645802438259125
0.0001,64,5,2000,0.8,0.006309286691248417
0.0001,64,5,2000,1.0,0.006216143257915974
0.0001,64,6,300,0.2,0.02579343318939209
0.0001,64,6,300,0.4,0.006560103502124548
0.0001,64,6,300,0.6,0.006512306164950132
0.0001,64,6,300,0.8,0.006701209116727114
0.0001,64,6,300,1.0,0.0067306519486010075
0.0001,64,6,500,0.2,0.01759469136595726
0.0001,64,6,500,0.4,0.006338548380881548
0.0001,64,6,500,0.6,0.006465666927397251
0.0001,64,6,500,0.8,0.00641879765316844
0.0001,64,6,500,1.0,0.006384856067597866
0.0001,64,6,700,0.2,0.01771949790418148
0.0001,64,6,700,0.4,0.006399527657777071
0.0001,64,6,700,0.6,0.006478551309555769
0.0001,64,6,700,0.8,0.006383485160768032
0.0001,64,6,700,1.0,0.006361502222716808
0.0001,64,6,1000,0.2,0.017012743279337883
0.0001,64,6,1000,0.4,0.006364869419485331
0.0001,64,6,1000,0.6,0.00634364178404212
0.0001,64,6,1000,0.8,0.0063429283909499645
0.0001,64,6,1000,1.0,0.006475330796092749
0.0001,64,6,1500,0.2,0.006469876505434513
0.0001,64,6,1500,0.4,0.006396107841283083
0.0001,64,6,1500,0.6,0.006243811920285225
0.0001,64,6,1500,0.8,0.006305701564997435
0.0001,64,6,1500,1.0,0.006056312471628189
0.0001,64,6,2000,0.2,0.007661425042897463
0.0001,64,6,2000,0.4,0.006311096716672182
0.0001,64,6,2000,0.6,0.006253006402403116
0.0001,64,6,2000,0.8,0.006202593445777893
0.0001,64,6,2000,1.0,0.006163898389786482
0.0001,64,7,300,0.2,0.020035432651638985
0.0001,64,7,300,0.4,0.015163300558924675
0.0001,64,7,300,0.6,0.00646089157089591
0.0001,64,7,300,0.8,0.006493798457086086
0.0001,64,7,300,1.0,0.006528594996780157
0.0001,64,7,500,0.2,0.006684715859591961
0.0001,64,7,500,0.4,0.007114425767213106
0.0001,64,7,500,0.6,0.006427829619497061
0.0001,64,7,500,0.8,0.0064059835858643055
0.0001,64,7,500,1.0,0.006578787229955196
0.0001,64,7,700,0.2,0.018735941499471664
0.0001,64,7,700,0.4,0.006352235097438097
0.0001,64,7,700,0.6,0.00640076631680131
0.0001,64,7,700,0.8,0.006354766897857189
0.0001,64,7,700,1.0,0.006496220827102661
0.0001,64,7,1000,0.2,0.01699753850698471
0.0001,64,7,1000,0.4,0.006335290148854256
0.0001,64,7,1000,0.6,0.006484926678240299
0.0001,64,7,1000,0.8,0.006314042489975691
0.0001,64,7,1000,1.0,0.0063046119175851345
0.0001,64,7,1500,0.2,0.036419276148080826
0.0001,64,7,1500,0.4,0.0062980372458696365
0.0001,64,7,1500,0.6,0.006484507117420435
0.0001,64,7,1500,0.8,0.0062331948429346085
0.0001,64,7,1500,1.0,0.0063082072883844376
0.0001,64,7,2000,0.2,0.02727634832262993
0.0001,64,7,2000,0.4,0.0062398542650043964
0.0001,64,7,2000,0.6,0.006207640282809734
0.0001,64,7,2000,0.8,0.006274364423006773
0.0001,64,7,2000,1.0,0.006119279190897942
0.0001,64,8,300,0.2,0.00724585447460413
0.0001,64,8,300,0.4,0.020931236445903778
0.0001,64,8,300,0.6,0.006514366250485182
0.0001,64,8,300,0.8,0.006577417720109224
0.0001,64,8,300,1.0,0.006497720722109079
0.0001,64,8,500,0.2,0.025866849347949028
0.0001,64,8,500,0.4,0.00689871609210968
0.0001,64,8,500,0.6,0.00649545481428504
0.0001,64,8,500,0.8,0.00638207234442234
0.0001,64,8,500,1.0,0.006510179955512285
0.0001,64,8,700,0.2,0.027981454506516457
0.0001,64,8,700,0.4,0.006754624657332897
0.0001,64,8,700,0.6,0.006451464258134365
0.0001,64,8,700,0.8,0.006450748536735773
0.0001,64,8,700,1.0,0.006215245928615332
0.0001,64,8,1000,0.2,0.0074948277324438095
0.0001,64,8,1000,0.4,0.0063585625030100346
0.0001,64,8,1000,0.6,0.006413022521883249
0.0001,64,8,1000,0.8,0.006312449928373098
0.0001,64,8,1000,1.0,0.006225156132131815
0.0001,64,8,1500,0.2,0.017673198133707047
0.0001,64,8,1500,0.4,0.007113391999155283
0.0001,64,8,1500,0.6,0.006268614437431097
0.0001,64,8,1500,0.8,0.006291173864156008
0.0001,64,8,1500,1.0,0.00620411429554224
0.0001,64,8,2000,0.2,0.008915027603507042
0.0001,64,8,2000,0.4,0.006235526409000158
0.0001,64,8,2000,0.6,0.00623287120833993
0.0001,64,8,2000,0.8,0.006210646126419306
0.0001,64,8,2000,1.0,0.006347931455820799
0.0001,64,9,300,0.2,0.016964079812169075
0.0001,64,9,300,0.4,0.016983505338430405
0.0001,64,9,300,0.6,0.006489875726401806
0.0001,64,9,300,0.8,0.006682664155960083
0.0001,64,9,300,1.0,0.006635280326008797
0.0001,64,9,500,0.2,0.01935938186943531
0.0001,64,9,500,0.4,0.00645559374243021
0.0001,64,9,500,0.6,0.006513971835374832
0.0001,64,9,500,0.8,0.0064802817068994045
0.0001,64,9,500,1.0,0.006624236237257719
0.0001,64,9,700,0.2,0.027875129133462906
0.0001,64,9,700,0.4,0.016965238377451897
0.0001,64,9,700,0.6,0.006291269790381193
0.0001,64,9,700,0.8,0.00633015064522624
0.0001,64,9,700,1.0,0.006432503927499056
0.0001,64,9,1000,0.2,0.017383437603712082
0.0001,64,9,1000,0.4,0.007057103328406811
0.0001,64,9,1000,0.6,0.006342430133372545
0.0001,64,9,1000,0.8,0.006289386656135321
0.0001,64,9,1000,1.0,0.006373334676027298
0.0001,64,9,1500,0.2,0.01696430705487728
0.0001,64,9,1500,0.4,0.008055669255554676
0.0001,64,9,1500,0.6,0.006302557419985533
0.0001,64,9,1500,0.8,0.006378093734383583
0.0001,64,9,1500,1.0,0.0061895037069916725
0.0001,64,9,2000,0.2,0.03477827087044716
0.0001,64,9,2000,0.4,0.006210310384631157
0.0001,64,9,2000,0.6,0.006198481190949678
0.0001,64,9,2000,0.8,0.0062278760597109795
0.0001,64,9,2000,1.0,0.006253452971577644
0.0001,64,10,300,0.2,0.016968687996268272
0.0001,64,10,300,0.4,0.01729029230773449
0.0001,64,10,300,0.6,0.006471254862844944
0.0001,64,10,300,0.8,0.006517962086945772
0.0001,64,10,300,1.0,0.0066656009294092655
0.0001,64,10,500,0.2,0.020808476954698563
0.0001,64,10,500,0.4,0.01753862574696541
0.0001,64,10,500,0.6,0.0064812614582479
0.0001,64,10,500,0.8,0.006528991740196943
0.0001,64,10,500,1.0,0.006538436282426119
0.0001,64,10,700,0.2,0.024658717215061188
0.0001,64,10,700,0.4,0.017092939466238022
0.0001,64,10,700,0.6,0.006359288468956947
0.0001,64,10,700,0.8,0.006395206321030855
0.0001,64,10,700,1.0,0.006453194189816713
0.0001,64,10,1000,0.2,0.01729012280702591
0.0001,64,10,1000,0.4,0.016964148730039597
0.0001,64,10,1000,0.6,0.0064505017362535
0.0001,64,10,1000,0.8,0.006216221489012241
0.0001,64,10,1000,1.0,0.006397256162017584
0.0001,64,10,1500,0.2,0.017151691019535065
0.0001,64,10,1500,0.4,0.01911705546081066
0.0001,64,10,1500,0.6,0.006286995019763708
0.0001,64,10,1500,0.8,0.006331202574074268
0.0001,64,10,1500,1.0,0.00619955500587821
0.0001,64,10,2000,0.2,0.017010441049933434
0.0001,64,10,2000,0.4,0.02006269060075283
0.0001,64,10,2000,0.6,0.006433410104364157
0.0001,64,10,2000,0.8,0.006224254611879587
0.0001,64,10,2000,1.0,0.006208920851349831
0.0001,128,4,300,0.2,0.006616718135774136
0.0001,128,4,300,0.4,0.006469290237873793
0.0001,128,4,300,0.6,0.006556098815053701
0.0001,128,4,300,0.8,0.006480095442384481
0.0001,128,4,300,1.0,0.006553835701197386
0.0001,128,4,500,0.2,0.006433484144508839
0.0001,128,4,500,0.4,0.00640215165913105
0.0001,128,4,500,0.6,0.006433381233364344
0.0001,128,4,500,0.8,0.00642429618164897
0.0001,128,4,500,1.0,0.0065401275642216206
0.0001,128,4,700,0.2,0.0063613890670239925
0.0001,128,4,700,0.4,0.006370543502271175
0.0001,128,4,700,0.6,0.006467272527515888
0.0001,128,4,700,0.8,0.006373587064445019
0.0001,128,4,700,1.0,0.006476965732872486
0.0001,128,4,1000,0.2,0.006323933135718107
0.0001,128,4,1000,0.4,0.00635901652276516
0.0001,128,4,1000,0.6,0.006417629308998585
0.0001,128,4,1000,0.8,0.00644021388143301
0.0001,128,4,1000,1.0,0.006353746168315411
0.0001,128,4,1500,0.2,0.00627237930893898
0.0001,128,4,1500,0.4,0.006327029317617416
0.0001,128,4,1500,0.6,0.006376141682267189
0.0001,128,4,1500,0.8,0.0064196279272437096
0.0001,128,4,1500,1.0,0.006458336021751165
0.0001,128,4,2000,0.2,0.0062796282581985
0.0001,128,4,2000,0.4,0.006340302526950836
0.0001,128,4,2000,0.6,0.006259226240217686
0.0001,128,4,2000,0.8,0.006284915842115879
0.0001,128,4,2000,1.0,0.006379878148436546
0.0001,128,5,300,0.2,0.007321372162550688
0.0001,128,5,300,0.4,0.006574030499905348
0.0001,128,5,300,0.6,0.006462964229285717
0.0001,128,5,300,0.8,0.0065646362490952015
0.0001,128,5,300,1.0,0.006543885916471481
0.0001,128,5,500,0.2,0.0064980098977684975
0.0001,128,5,500,0.4,0.006383111234754324
0.0001,128,5,500,0.6,0.006503935903310776
0.0001,128,5,500,0.8,0.00639956584200263
0.0001,128,5,500,1.0,0.00657542422413826
0.0001,128,5,700,0.2,0.007811750750988722
0.0001,128,5,700,0.4,0.0063135456293821335
0.0001,128,5,700,0.6,0.006428554654121399
0.0001,128,5,700,0.8,0.006404384505003691
0.0001,128,5,700,1.0,0.006411508657038212
0.0001,128,5,1000,0.2,0.006245284806936979
0.0001,128,5,1000,0.4,0.006333980709314346
0.0001,128,5,1000,0.6,0.006343269720673561
0.0001,128,5,1000,0.8,0.0063532451167702675
0.0001,128,5,1000,1.0,0.006305811461061239
0.0001,128,5,1500,0.2,0.0063387248665094376
0.0001,128,5,1500,0.4,0.006335182581096888
0.0001,128,5,1500,0.6,0.0063408794812858105
0.0001,128,5,1500,0.8,0.0063681467436254025
0.0001,128,5,1500,1.0,0.006243028677999973
0.0001,128,5,2000,0.2,0.006285890005528927
0.0001,128,5,2000,0.4,0.00627556350082159
0.0001,128,5,2000,0.6,0.006271298509091139
0.0001,128,5,2000,0.8,0.006181568838655949
0.0001,128,5,2000,1.0,0.0062461006455123425
0.0001,128,6,300,0.2,0.007677149958908558
0.0001,128,6,300,0.4,0.0065035042352974415
0.0001,128,6,300,0.6,0.0064544640481472015
0.0001,128,6,300,0.8,0.006459624972194433
0.0001,128,6,300,1.0,0.006626616697758436
0.0001,128,6,500,0.2,0.028931187465786934
0.0001,128,6,500,0.4,0.00641118036583066
0.0001,128,6,500,0.6,0.006467612460255623
0.0001,128,6,500,0.8,0.0064374483190476894
0.0001,128,6,500,1.0,0.006464735604822636
0.0001,128,6,700,0.2,0.0072243912145495415
0.0001,128,6,700,0.4,0.006382758263498545
0.0001,128,6,700,0.6,0.006311884615570307
0.0001,128,6,700,0.8,0.006399459671229124
0.0001,128,6,700,1.0,0.006413791794329882
0.0001,128,6,1000,0.2,0.019346343353390694
0.0001,128,6,1000,0.4,0.0063203442841768265
0.0001,128,6,1000,0.6,0.006302393041551113
0.0001,128,6,1000,0.8,0.006336945574730635
0.0001,128,6,1000,1.0,0.006361059844493866
0.0001,128,6,1500,0.2,0.006405248772352934
0.0001,128,6,1500,0.4,0.006282874383032322
0.0001,128,6,1500,0.6,0.006417680066078901
0.0001,128,6,1500,0.8,0.006322768051177263
0.0001,128,6,1500,1.0,0.006437834817916155
0.0001,128,6,2000,0.2,0.006398194469511509
0.0001,128,6,2000,0.4,0.006302561145275831
0.0001,128,6,2000,0.6,0.0062619769014418125
0.0001,128,6,2000,0.8,0.006381421349942684
0.0001,128,6,2000,1.0,0.00628315657377243
0.0001,128,7,300,0.2,0.00765264080837369
0.0001,128,7,300,0.4,0.00678908871486783
0.0001,128,7,300,0.6,0.006520278751850128
0.0001,128,7,300,0.8,0.006660122890025377
0.0001,128,7,300,1.0,0.006570735014975071
0.0001,128,7,500,0.2,0.04136400669813156
0.0001,128,7,500,0.4,0.006478107534348965
0.0001,128,7,500,0.6,0.006497001741081476
0.0001,128,7,500,0.8,0.006451577413827181
0.0001,128,7,500,1.0,0.0065088896080851555
0.0001,128,7,700,0.2,0.017316672950983047
0.0001,128,7,700,0.4,0.006298815365880728
0.0001,128,7,700,0.6,0.006365477107465267
0.0001,128,7,700,0.8,0.006378453690558672
0.0001,128,7,700,1.0,0.006429353728890419
0.0001,128,7,1000,0.2,0.006487937644124031
0.0001,128,7,1000,0.4,0.0064186109229922295
0.0001,128,7,1000,0.6,0.006317518651485443
0.0001,128,7,1000,0.8,0.006322504486888647
0.0001,128,7,1000,1.0,0.006425200495868921
0.0001,128,7,1500,0.2,0.04987119510769844
0.0001,128,7,1500,0.4,0.006306474097073078
0.0001,128,7,1500,0.6,0.006313672289252281
0.0001,128,7,1500,0.8,0.0063197314739227295
0.0001,128,7,1500,1.0,0.006227718200534582
0.0001,128,7,2000,0.2,0.04720572754740715
0.0001,128,7,2000,0.4,0.006336634978652
0.0001,128,7,2000,0.6,0.006272667087614536
0.0001,128,7,2000,0.8,0.006374888122081757
0.0001,128,7,2000,1.0,0.006264593917876482
0.0001,128,8,300,0.2,0.021459821611642838
0.0001,128,8,300,0.4,0.016982801258563995
0.0001,128,8,300,0.6,0.006427648942917585
0.0001,128,8,300,0.8,0.006422392558306456
0.0001,128,8,300,1.0,0.006520149298012257
0.0001,128,8,500,0.2,0.01704745925962925
0.0001,128,8,500,0.4,0.006590333767235279
0.0001,128,8,500,0.6,0.006419065874069929
0.0001,128,8,500,0.8,0.006458431016653776
0.0001,128,8,500,1.0,0.006546864751726389
0.0001,128,8,700,0.2,0.04702935740351677
0.0001,128,8,700,0.4,0.00628570606932044
0.0001,128,8,700,0.6,0.00640778848901391
0.0001,128,8,700,0.8,0.006408568471670151
0.0001,128,8,700,1.0,0.006298902910202742
0.0001,128,8,1000,0.2,0.019857175648212433
0.0001,128,8,1000,0.4,0.007863576523959637
0.0001,128,8,1000,0.6,0.006495446898043156
0.0001,128,8,1000,0.8,0.00635859789326787
0.0001,128,8,1000,1.0,0.0062064435333013535
0.0001,128,8,1500,0.2,0.04684978350996971
0.0001,128,8,1500,0.4,0.00821139756590128
0.0001,128,8,1500,0.6,0.006312671583145857
0.0001,128,8,1500,0.8,0.006283833645284176
0.0001,128,8,1500,1.0,0.0061501325108110905
