lr,batch_size,num_layers,hidden_size,dropout_rate,init,test_loss
3.1622776601683795e-05,32,7,300,0.2,xavier,0.0413147509098053
3.1622776601683795e-05,32,7,300,0.3,he,0.04317981004714966
3.1622776601683795e-05,32,7,300,0.3,xavier,0.04348493367433548
3.1622776601683795e-05,32,7,300,0.4,he,0.04533899202942848
3.1622776601683795e-05,32,7,300,0.4,xavier,0.04474834352731705
3.1622776601683795e-05,32,7,300,0.5,he,0.04376702010631561
3.1622776601683795e-05,32,7,300,0.5,xavier,0.04371391236782074
3.1622776601683795e-05,32,7,400,0.2,he,0.04396625980734825
3.1622776601683795e-05,32,7,400,0.2,xavier,0.04006717726588249
3.1622776601683795e-05,32,7,400,0.3,he,0.043276868760585785
3.1622776601683795e-05,32,7,400,0.3,xavier,0.043809134513139725
3.1622776601683795e-05,32,7,400,0.4,he,0.044062290340662
3.1622776601683795e-05,32,7,400,0.4,xavier,0.043505795300006866
3.1622776601683795e-05,32,7,400,0.5,he,0.043601326644420624
3.1622776601683795e-05,32,7,400,0.5,xavier,0.04391107335686684
3.1622776601683795e-05,32,7,500,0.2,he,0.0416145883500576
3.1622776601683795e-05,32,7,500,0.2,xavier,0.042488474398851395
3.1622776601683795e-05,32,7,500,0.3,he,0.04467393457889557
3.1622776601683795e-05,32,7,500,0.3,xavier,0.04417768120765686
3.1622776601683795e-05,32,7,500,0.4,he,0.0438871756196022
3.1622776601683795e-05,32,7,500,0.4,xavier,0.043714627623558044
3.1622776601683795e-05,32,7,500,0.5,he,0.045317910611629486
3.1622776601683795e-05,32,7,500,0.5,xavier,0.0437263622879982
0.0001,32,3,50,0.2,he,0.033119864761829376
0.0001,32,3,50,0.2,xavier,0.02155560627579689
0.0001,32,3,50,0.3,he,0.033542804419994354
0.0001,32,3,50,0.3,xavier,0.028372278437018394
0.0001,32,3,50,0.4,he,0.03829894959926605
0.0001,32,3,50,0.4,xavier,0.03598594665527344
0.0001,32,3,50,0.5,he,0.04223976656794548
0.0001,32,3,50,0.5,xavier,0.041453368961811066
0.0001,32,3,100,0.2,he,0.020968716591596603
0.0001,32,3,100,0.2,xavier,0.017153022810816765
0.0001,32,3,100,0.3,he,0.027812277898192406
0.0001,32,3,100,0.3,xavier,0.018744459375739098
0.0001,32,3,100,0.4,he,0.035464607179164886
0.0001,32,3,100,0.4,xavier,0.023542635142803192
0.0001,32,3,100,0.5,he,0.0385647751390934
0.0001,32,3,100,0.5,xavier,0.03343914449214935
0.0001,32,3,200,0.2,he,0.017747951671481133
0.0001,32,3,200,0.2,xavier,0.016438979655504227
0.0001,32,3,200,0.3,he,0.01835622265934944
0.0001,32,3,200,0.3,xavier,0.0163210928440094
0.0001,32,3,200,0.4,he,0.020588591694831848
0.0001,32,3,200,0.4,xavier,0.016945406794548035
0.0001,32,3,200,0.5,he,0.026437819004058838
0.0001,32,3,200,0.5,xavier,0.018460994586348534
0.0001,32,3,300,0.2,he,0.01685522310435772
0.0001,32,3,300,0.2,xavier,0.015987761318683624
0.0001,32,3,300,0.3,he,0.017121242359280586
0.0001,32,3,300,0.3,xavier,0.01581752300262451
0.0001,32,3,300,0.4,he,0.01813405193388462
0.0001,32,3,300,0.4,xavier,0.01605687476694584
0.0001,32,3,300,0.5,he,0.02013436332345009
0.0001,32,3,300,0.5,xavier,0.016482070088386536
0.0001,32,3,400,0.2,he,0.01636866293847561
0.0001,32,3,400,0.2,xavier,0.016385357826948166
0.0001,32,3,400,0.3,he,0.016401631757616997
0.0001,32,3,400,0.3,xavier,0.016104625537991524
0.0001,32,3,400,0.4,he,0.016780901700258255
0.0001,32,3,400,0.4,xavier,0.015843121334910393
0.0001,32,3,400,0.5,he,0.018357230350375175
0.0001,32,3,400,0.5,xavier,0.016173284500837326
0.0001,32,3,500,0.2,he,0.016195861622691154
0.0001,32,3,500,0.2,xavier,0.016386039555072784
0.0001,32,3,500,0.3,he,0.01654847152531147
0.0001,32,3,500,0.3,xavier,0.016103995963931084
0.0001,32,3,500,0.4,he,0.016352737322449684
0.0001,32,3,500,0.4,xavier,0.01620255783200264
0.0001,32,3,500,0.5,he,0.016772834584116936
0.0001,32,3,500,0.5,xavier,0.01591964066028595
0.0001,32,4,50,0.2,he,0.0340876542031765
0.0001,32,4,50,0.2,xavier,0.03292414918541908
0.0001,32,4,50,0.3,he,0.0389934666454792
0.0001,32,4,50,0.3,xavier,0.03588942438364029
0.0001,32,4,50,0.4,he,0.043162502348423004
0.0001,32,4,50,0.4,xavier,0.04192934185266495
0.0001,32,4,50,0.5,he,0.04332062974572182
0.0001,32,4,50,0.5,xavier,0.043386444449424744
0.0001,32,4,100,0.2,he,0.019832320511341095
0.0001,32,4,100,0.2,xavier,0.018310366198420525
0.0001,32,4,100,0.3,he,0.02904883399605751
0.0001,32,4,100,0.3,xavier,0.022533709183335304
0.0001,32,4,100,0.4,he,0.03889819607138634
0.0001,32,4,100,0.4,xavier,0.03021191991865635
0.0001,32,4,100,0.5,he,0.04295257106423378
0.0001,32,4,100,0.5,xavier,0.04216967150568962
0.0001,32,4,200,0.2,he,0.01837293431162834
0.0001,32,4,200,0.2,xavier,0.016435546800494194
0.0001,32,4,200,0.3,he,0.020018549636006355
0.0001,32,4,200,0.3,xavier,0.018123827874660492
0.0001,32,4,200,0.4,he,0.02526283636689186
0.0001,32,4,200,0.4,xavier,0.018765831366181374
0.0001,32,4,200,0.5,he,0.03594715893268585
0.0001,32,4,200,0.5,xavier,0.0273525882512331
0.0001,32,4,300,0.2,he,0.016931617632508278
0.0001,32,4,300,0.2,xavier,0.016733983531594276
0.0001,32,4,300,0.3,he,0.018853573128581047
0.0001,32,4,300,0.3,xavier,0.017147192731499672
0.0001,32,4,300,0.4,he,0.021588990464806557
0.0001,32,4,300,0.4,xavier,0.018372606486082077
0.0001,32,4,300,0.5,he,0.027909310534596443
0.0001,32,4,300,0.5,xavier,0.0216849185526371
0.0001,32,4,400,0.2,he,0.01732625439763069
0.0001,32,4,400,0.2,xavier,0.01614788919687271
0.0001,32,4,400,0.3,he,0.01878778450191021
0.0001,32,4,400,0.3,xavier,0.01691150851547718
0.0001,32,4,400,0.4,he,0.021087607368826866
0.0001,32,4,400,0.4,xavier,0.019244810566306114
0.0001,32,4,400,0.5,he,0.022525662556290627
0.0001,32,4,400,0.5,xavier,0.020262083038687706
0.0001,32,4,500,0.2,he,0.017157679423689842
0.0001,32,4,500,0.2,xavier,0.01655423454940319
0.0001,32,4,500,0.3,he,0.018879422917962074
0.0001,32,4,500,0.3,xavier,0.01720774732530117
0.0001,32,4,500,0.4,he,0.02117743343114853
0.0001,32,4,500,0.4,xavier,0.01822398416697979
0.0001,32,4,500,0.5,he,0.024953223764896393
0.0001,32,4,500,0.5,xavier,0.021902887150645256
0.0001,32,5,50,0.2,he,0.03760134428739548
0.0001,32,5,50,0.2,xavier,0.034313417971134186
0.0001,32,5,50,0.3,he,0.04216081649065018
0.0001,32,5,50,0.3,xavier,0.041047293692827225
0.0001,32,5,50,0.4,he,0.04360556975007057
0.0001,32,5,50,0.4,xavier,0.043197158724069595
0.0001,32,5,50,0.5,he,0.0440099835395813
0.0001,32,5,50,0.5,xavier,0.0436149500310421
0.0001,32,5,100,0.2,he,0.02802245505154133
0.0001,32,5,100,0.2,xavier,0.024433234706521034
0.0001,32,5,100,0.3,he,0.037174612283706665
0.0001,32,5,100,0.3,xavier,0.027599290013313293
0.0001,32,5,100,0.4,he,0.04306672513484955
0.0001,32,5,100,0.4,xavier,0.04276210069656372
0.0001,32,5,100,0.5,he,0.04356968775391579
0.0001,32,5,100,0.5,xavier,0.04342024400830269
0.0001,32,5,200,0.2,he,0.020715482532978058
0.0001,32,5,200,0.2,xavier,0.017271829769015312
0.0001,32,5,200,0.3,he,0.025997983291745186
0.0001,32,5,200,0.3,xavier,0.022062640637159348
0.0001,32,5,200,0.4,he,0.03701819106936455
0.0001,32,5,200,0.4,xavier,0.03132442757487297
0.0001,32,5,200,0.5,he,0.04291120171546936
0.0001,32,5,200,0.5,xavier,0.042193394154310226
0.0001,32,5,300,0.2,he,0.019023947417736053
0.0001,32,5,300,0.2,xavier,0.01796519197523594
0.0001,32,5,300,0.3,he,0.027820629999041557
0.0001,32,5,300,0.3,xavier,0.020928505808115005
0.0001,32,5,300,0.4,he,0.03631199151277542
0.0001,32,5,300,0.4,xavier,0.028451157733798027
0.0001,32,5,300,0.5,he,0.041662540286779404
0.0001,32,5,300,0.5,xavier,0.0402226522564888
0.0001,32,5,400,0.2,he,0.020175054669380188
0.0001,32,5,400,0.2,xavier,0.018438881263136864
0.0001,32,5,400,0.3,he,0.025994108989834785
0.0001,32,5,400,0.3,xavier,0.021986309438943863
0.0001,32,5,400,0.4,he,0.037127699702978134
0.0001,32,5,400,0.4,xavier,0.03238990902900696
0.0001,32,5,400,0.5,he,0.039217252284288406
0.0001,32,5,400,0.5,xavier,0.03413001447916031
0.0001,32,5,500,0.2,he,0.019031213596463203
0.0001,32,5,500,0.2,xavier,0.016710812225937843
0.0001,32,5,500,0.3,he,0.023058226332068443
0.0001,32,5,500,0.3,xavier,0.020559566095471382
0.0001,32,5,500,0.4,he,0.029674097895622253
0.0001,32,5,500,0.4,xavier,0.028830042108893394
0.0001,32,5,500,0.5,he,0.040953051298856735
0.0001,32,5,500,0.5,xavier,0.03830486536026001
0.0001,32,6,50,0.2,he,0.042325329035520554
0.0001,32,6,50,0.2,xavier,0.039531856775283813
0.0001,32,6,50,0.3,he,0.04306582733988762
0.0001,32,6,50,0.3,xavier,0.04335359111428261
0.0001,32,6,50,0.4,he,0.04366518557071686
0.0001,32,6,50,0.4,xavier,0.04363467916846275
0.0001,32,6,50,0.5,he,0.043853774666786194
0.0001,32,6,50,0.5,xavier,0.04391562193632126
0.0001,32,6,100,0.2,he,0.03476055711507797
0.0001,32,6,100,0.2,xavier,0.028615906834602356
0.0001,32,6,100,0.3,he,0.041849736124277115
0.0001,32,6,100,0.3,xavier,0.03917775675654411
0.0001,32,6,100,0.4,he,0.04369243234395981
0.0001,32,6,100,0.4,xavier,0.04329179227352142
0.0001,32,6,100,0.5,he,0.0438719242811203
0.0001,32,6,100,0.5,xavier,0.04371136426925659
0.0001,32,6,200,0.2,he,0.025484208017587662
0.0001,32,6,200,0.2,xavier,0.02131590247154236
0.0001,32,6,200,0.3,he,0.04236264154314995
0.0001,32,6,200,0.3,xavier,0.032129738479852676
0.0001,32,6,200,0.4,he,0.04335075989365578
0.0001,32,6,200,0.4,xavier,0.04155445471405983
0.0001,32,6,200,0.5,he,0.0434500053524971
0.0001,32,6,200,0.5,xavier,0.043271999806165695
0.0001,32,6,300,0.2,he,0.025025174021720886
0.0001,32,6,300,0.2,xavier,0.019352341070771217
0.0001,32,6,300,0.3,he,0.035075511783361435
0.0001,32,6,300,0.3,xavier,0.027341090142726898
0.0001,32,6,300,0.4,he,0.04297664016485214
0.0001,32,6,300,0.4,xavier,0.04108873009681702
0.0001,32,6,300,0.5,he,0.04401975870132446
0.0001,32,6,300,0.5,xavier,0.04367760941386223
0.0001,32,6,400,0.2,he,0.02126936987042427
0.0001,32,6,400,0.2,xavier,0.018319811671972275
0.0001,32,6,400,0.3,he,0.039492055773735046
0.0001,32,6,400,0.3,xavier,0.032060932368040085
0.0001,32,6,400,0.4,he,0.04260136932134628
0.0001,32,6,400,0.4,xavier,0.04464919865131378
0.0001,32,6,400,0.5,he,0.04341739043593407
0.0001,32,6,400,0.5,xavier,0.04340915381908417
0.0001,32,6,500,0.2,he,0.020489556714892387
0.0001,32,6,500,0.2,xavier,0.017454741522669792
0.0001,32,6,500,0.3,he,0.030816517770290375
0.0001,32,6,500,0.3,xavier,0.025009622797369957
0.0001,32,6,500,0.4,he,0.04274222254753113
0.0001,32,6,500,0.4,xavier,0.041005976498126984
0.0001,32,6,500,0.5,he,0.04331532120704651
0.0001,32,6,500,0.5,xavier,0.04344324395060539
0.0001,32,7,50,0.2,he,0.04374640807509422
0.0001,32,7,50,0.2,xavier,0.042910974472761154
0.0001,32,7,50,0.3,he,0.04375520348548889
0.0001,32,7,50,0.3,xavier,0.04368041083216667
0.0001,32,7,50,0.4,he,0.04381730034947395
0.0001,32,7,50,0.4,xavier,0.04378663748502731
0.0001,32,7,50,0.5,he,0.043706174939870834
0.0001,32,7,50,0.5,xavier,0.043694838881492615
0.0001,32,7,100,0.2,he,0.0413464792072773
0.0001,32,7,100,0.2,xavier,0.0395728163421154
0.0001,32,7,100,0.3,he,0.043770331889390945
0.0001,32,7,100,0.3,xavier,0.04366760700941086
0.0001,32,7,100,0.4,he,0.04395853355526924
0.0001,32,7,100,0.4,xavier,0.04375501722097397
0.0001,32,7,100,0.5,he,0.04379701986908913
0.0001,32,7,100,0.5,xavier,0.04374196380376816
0.0001,32,7,200,0.2,he,0.031947944313287735
0.0001,32,7,200,0.2,xavier,0.030205028131604195
0.0001,32,7,200,0.3,he,0.04388507455587387
0.0001,32,7,200,0.3,xavier,0.04479236528277397
0.0001,32,7,200,0.4,he,0.04387003555893898
0.0001,32,7,200,0.4,xavier,0.04382045939564705
0.0001,32,7,200,0.5,he,0.043764378875494
0.0001,32,7,200,0.5,xavier,0.04376435652375221
0.0001,32,7,300,0.2,he,0.03176897019147873
0.0001,32,7,300,0.2,xavier,0.020239776000380516
0.0001,32,7,300,0.3,he,0.04435659945011139
0.0001,32,7,300,0.3,xavier,0.043900225311517715
0.0001,32,7,300,0.4,he,0.043669603765010834
0.0001,32,7,300,0.4,xavier,0.0446377769112587
0.0001,32,7,300,0.5,he,0.04363121837377548
0.0001,32,7,300,0.5,xavier,0.04380694404244423
0.0001,32,7,400,0.2,he,0.02662835828959942
0.0001,32,7,400,0.2,xavier,0.021423477679491043
0.0001,32,7,400,0.3,he,0.04563302546739578
0.0001,32,7,400,0.3,xavier,0.04135134443640709
0.0001,32,7,400,0.4,he,0.04872211441397667
0.0001,32,7,400,0.4,xavier,0.04510393738746643
0.0001,32,7,400,0.5,he,0.04360947757959366
0.0001,32,7,400,0.5,xavier,0.04387172311544418
0.0001,32,7,500,0.2,he,0.024534549564123154
0.0001,32,7,500,0.2,xavier,0.019580941647291183
0.0001,32,7,500,0.3,he,0.04285315051674843
0.0001,32,7,500,0.3,xavier,0.03672461956739426
0.0001,32,7,500,0.4,he,0.044717445969581604
0.0001,32,7,500,0.4,xavier,0.044024206697940826
0.0001,32,7,500,0.5,he,0.044240616261959076
0.0001,32,7,500,0.5,xavier,0.04355522245168686
0.00031622776601683794,32,3,50,0.2,he,0.01687794178724289
0.00031622776601683794,32,3,50,0.2,xavier,0.016300128772854805
0.00031622776601683794,32,3,50,0.3,he,0.018495118245482445
0.00031622776601683794,32,3,50,0.3,xavier,0.017139893025159836
0.00031622776601683794,32,3,50,0.4,he,0.022883644327521324
0.00031622776601683794,32,3,50,0.4,xavier,0.018313860520720482
0.00031622776601683794,32,3,50,0.5,he,0.027163557708263397
0.00031622776601683794,32,3,50,0.5,xavier,0.021781180053949356
0.00031622776601683794,32,3,100,0.2,he,0.016234906390309334
0.00031622776601683794,32,3,100,0.2,xavier,0.015720270574092865
0.00031622776601683794,32,3,100,0.3,he,0.01670730486512184
0.00031622776601683794,32,3,100,0.3,xavier,0.01606588438153267
0.00031622776601683794,32,3,100,0.4,he,0.017088500782847404
0.00031622776601683794,32,3,100,0.4,xavier,0.016431614756584167
0.00031622776601683794,32,3,100,0.5,he,0.01908056065440178
0.00031622776601683794,32,3,100,0.5,xavier,0.017334187403321266
0.00031622776601683794,32,3,200,0.2,he,0.01588357798755169
0.00031622776601683794,32,3,200,0.2,xavier,0.015578594990074635
0.00031622776601683794,32,3,200,0.3,he,0.01585584133863449
0.00031622776601683794,32,3,200,0.3,xavier,0.015634991228580475
0.00031622776601683794,32,3,200,0.4,he,0.016050297766923904
0.00031622776601683794,32,3,200,0.4,xavier,0.015725377947092056
0.00031622776601683794,32,3,200,0.5,he,0.016629913821816444
0.00031622776601683794,32,3,200,0.5,xavier,0.01587076298892498
0.00031622776601683794,32,3,300,0.2,he,0.01590201072394848
0.00031622776601683794,32,3,300,0.2,xavier,0.015639450401067734
0.00031622776601683794,32,3,300,0.3,he,0.015873871743679047
0.00031622776601683794,32,3,300,0.3,xavier,0.015485097654163837
0.00031622776601683794,32,3,300,0.4,he,0.01589801162481308
0.00031622776601683794,32,3,300,0.4,xavier,0.015457204543054104
0.00031622776601683794,32,3,300,0.5,he,0.016056200489401817
0.00031622776601683794,32,3,300,0.5,xavier,0.015522979199886322
0.00031622776601683794,32,3,400,0.2,he,0.015896756201982498
0.00031622776601683794,32,3,400,0.2,xavier,0.015461686998605728
0.00031622776601683794,32,3,400,0.3,he,0.015924260020256042
0.00031622776601683794,32,3,400,0.3,xavier,0.015497050248086452
0.00031622776601683794,32,3,400,0.4,he,0.015899788588285446
0.00031622776601683794,32,3,400,0.4,xavier,0.015287283807992935
0.00031622776601683794,32,3,400,0.5,he,0.01575922966003418
0.00031622776601683794,32,3,400,0.5,xavier,0.015494795516133308
0.00031622776601683794,32,3,500,0.2,he,0.016080185770988464
0.00031622776601683794,32,3,500,0.2,xavier,0.015730291604995728
0.00031622776601683794,32,3,500,0.3,he,0.01555039081722498
0.00031622776601683794,32,3,500,0.3,xavier,0.01548086479306221
0.00031622776601683794,32,3,500,0.4,he,0.01569206267595291
0.00031622776601683794,32,3,500,0.4,xavier,0.015453998930752277
0.00031622776601683794,32,3,500,0.5,he,0.0158248133957386
0.00031622776601683794,32,3,500,0.5,xavier,0.015473288483917713
0.00031622776601683794,32,4,50,0.2,he,0.018582601100206375
0.00031622776601683794,32,4,50,0.2,xavier,0.016934039071202278
0.00031622776601683794,32,4,50,0.3,he,0.021879706531763077
0.00031622776601683794,32,4,50,0.3,xavier,0.01813131384551525
0.00031622776601683794,32,4,50,0.4,he,0.02554941549897194
0.00031622776601683794,32,4,50,0.4,xavier,0.021741468459367752
0.00031622776601683794,32,4,50,0.5,he,0.040618930011987686
0.00031622776601683794,32,4,50,0.5,xavier,0.0397445447742939
0.00031622776601683794,32,4,100,0.2,he,0.016100922599434853
0.00031622776601683794,32,4,100,0.2,xavier,0.015579835511744022
0.00031622776601683794,32,4,100,0.3,he,0.017314540222287178
0.00031622776601683794,32,4,100,0.3,xavier,0.01613352820277214
0.00031622776601683794,32,4,100,0.4,he,0.018766628578305244
0.00031622776601683794,32,4,100,0.4,xavier,0.01676313206553459
0.00031622776601683794,32,4,100,0.5,he,0.025878122076392174
0.00031622776601683794,32,4,100,0.5,xavier,0.018708864226937294
0.00031622776601683794,32,4,200,0.2,he,0.016011917963624
0.00031622776601683794,32,4,200,0.2,xavier,0.015350433997809887
0.00031622776601683794,32,4,200,0.3,he,0.015926342457532883
0.00031622776601683794,32,4,200,0.3,xavier,0.015401830896735191
0.00031622776601683794,32,4,200,0.4,he,0.016881097108125687
0.00031622776601683794,32,4,200,0.4,xavier,0.01563979871571064
0.00031622776601683794,32,4,200,0.5,he,0.01825912483036518
0.00031622776601683794,32,4,200,0.5,xavier,0.016349678859114647
0.00031622776601683794,32,4,300,0.2,he,0.015846390277147293
0.00031622776601683794,32,4,300,0.2,xavier,0.015464778058230877
0.00031622776601683794,32,4,300,0.3,he,0.0161586981266737
0.00031622776601683794,32,4,300,0.3,xavier,0.015292679890990257
0.00031622776601683794,32,4,300,0.4,he,0.016416730359196663
0.00031622776601683794,32,4,300,0.4,xavier,0.015603145584464073
0.00031622776601683794,32,4,300,0.5,he,0.01725093275308609
0.00031622776601683794,32,4,300,0.5,xavier,0.01591108925640583
0.00031622776601683794,32,4,400,0.2,he,0.015400019474327564
0.00031622776601683794,32,4,400,0.2,xavier,0.015444107353687286
0.00031622776601683794,32,4,400,0.3,he,0.015827862545847893
0.00031622776601683794,32,4,400,0.3,xavier,0.015367136336863041
0.00031622776601683794,32,4,400,0.4,he,0.016055548563599586
0.00031622776601683794,32,4,400,0.4,xavier,0.015350455418229103
0.00031622776601683794,32,4,400,0.5,he,0.01653788983821869
0.00031622776601683794,32,4,400,0.5,xavier,0.015883486717939377
0.00031622776601683794,32,4,500,0.2,he,0.01567492075264454
0.00031622776601683794,32,4,500,0.2,xavier,0.015856491401791573
0.00031622776601683794,32,4,500,0.3,he,0.015455659478902817
0.00031622776601683794,32,4,500,0.3,xavier,0.015165694989264011
0.00031622776601683794,32,4,500,0.4,he,0.01625492051243782
0.00031622776601683794,32,4,500,0.4,xavier,0.015486574731767178
0.00031622776601683794,32,4,500,0.5,he,0.01662895269691944
0.00031622776601683794,32,4,500,0.5,xavier,0.015969950705766678
0.00031622776601683794,32,5,50,0.2,he,0.019965359941124916
0.00031622776601683794,32,5,50,0.2,xavier,0.01673976704478264
0.00031622776601683794,32,5,50,0.3,he,0.0308429766446352
0.00031622776601683794,32,5,50,0.3,xavier,0.020279549062252045
0.00031622776601683794,32,5,50,0.4,he,0.04345661401748657
0.00031622776601683794,32,5,50,0.4,xavier,0.035154152661561966
0.00031622776601683794,32,5,50,0.5,he,0.04358542710542679
0.00031622776601683794,32,5,50,0.5,xavier,0.04357245936989784
0.00031622776601683794,32,5,100,0.2,he,0.0166329313069582
0.00031622776601683794,32,5,100,0.2,xavier,0.015623658895492554
0.00031622776601683794,32,5,100,0.3,he,0.01836073026061058
0.00031622776601683794,32,5,100,0.3,xavier,0.01742442697286606
0.00031622776601683794,32,5,100,0.4,he,0.027465712279081345
0.00031622776601683794,32,5,100,0.4,xavier,0.01975216343998909
0.00031622776601683794,32,5,100,0.5,he,0.04052365571260452
0.00031622776601683794,32,5,100,0.5,xavier,0.025842396542429924
0.00031622776601683794,32,5,200,0.2,he,0.016049735248088837
0.00031622776601683794,32,5,200,0.2,xavier,0.015638012439012527
0.00031622776601683794,32,5,200,0.3,he,0.016917699947953224
0.00031622776601683794,32,5,200,0.3,xavier,0.015903949737548828
0.00031622776601683794,32,5,200,0.4,he,0.019311506301164627
0.00031622776601683794,32,5,200,0.4,xavier,0.016768818721175194
0.00031622776601683794,32,5,200,0.5,he,0.02263776585459709
0.00031622776601683794,32,5,200,0.5,xavier,0.01915653981268406
0.00031622776601683794,32,5,300,0.2,he,0.015622496604919434
0.00031622776601683794,32,5,300,0.2,xavier,0.015181953087449074
0.00031622776601683794,32,5,300,0.3,he,0.016543744131922722
0.00031622776601683794,32,5,300,0.3,xavier,0.015441423282027245
0.00031622776601683794,32,5,300,0.4,he,0.018164826557040215
0.00031622776601683794,32,5,300,0.4,xavier,0.015885038301348686
0.00031622776601683794,32,5,300,0.5,he,0.021496975794434547
0.00031622776601683794,32,5,300,0.5,xavier,0.01755286194384098
0.00031622776601683794,32,5,400,0.2,he,0.015855785459280014
0.00031622776601683794,32,5,400,0.2,xavier,0.015528235584497452
0.00031622776601683794,32,5,400,0.3,he,0.016882168129086494
0.00031622776601683794,32,5,400,0.3,xavier,0.01557555515319109
0.00031622776601683794,32,5,400,0.4,he,0.017629798501729965
0.00031622776601683794,32,5,400,0.4,xavier,0.015902981162071228
0.00031622776601683794,32,5,400,0.5,he,0.019157441332936287
0.00031622776601683794,32,5,400,0.5,xavier,0.017081981524825096
0.00031622776601683794,32,5,500,0.2,he,0.016135558485984802
0.00031622776601683794,32,5,500,0.2,xavier,0.015511422418057919
0.00031622776601683794,32,5,500,0.3,he,0.015859410166740417
0.00031622776601683794,32,5,500,0.3,xavier,0.015480153262615204
0.00031622776601683794,32,5,500,0.4,he,0.01648237183690071
0.00031622776601683794,32,5,500,0.4,xavier,0.016122739762067795
0.00031622776601683794,32,5,500,0.5,he,0.019315198063850403
0.00031622776601683794,32,5,500,0.5,xavier,0.015989918261766434
0.00031622776601683794,32,6,50,0.2,he,0.020246213302016258
0.00031622776601683794,32,6,50,0.2,xavier,0.020619312301278114
0.00031622776601683794,32,6,50,0.3,he,0.0339023619890213
0.00031622776601683794,32,6,50,0.3,xavier,0.026686720550060272
0.00031622776601683794,32,6,50,0.4,he,0.04363146424293518
0.00031622776601683794,32,6,50,0.4,xavier,0.04034584015607834
0.00031622776601683794,32,6,50,0.5,he,0.04367836192250252
0.00031622776601683794,32,6,50,0.5,xavier,0.0435030423104763
0.00031622776601683794,32,6,100,0.2,he,0.018275614827871323
0.00031622776601683794,32,6,100,0.2,xavier,0.017362575978040695
0.00031622776601683794,32,6,100,0.3,he,0.024698473513126373
0.00031622776601683794,32,6,100,0.3,xavier,0.019273998215794563
0.00031622776601683794,32,6,100,0.4,he,0.02900496870279312
0.00031622776601683794,32,6,100,0.4,xavier,0.02843465283513069
0.00031622776601683794,32,6,100,0.5,he,0.043767765164375305
0.00031622776601683794,32,6,100,0.5,xavier,0.04365219920873642
0.00031622776601683794,32,6,200,0.2,he,0.01614009030163288
0.00031622776601683794,32,6,200,0.2,xavier,0.01587306521832943
0.00031622776601683794,32,6,200,0.3,he,0.01719767227768898
0.00031622776601683794,32,6,200,0.3,xavier,0.01579446904361248
0.00031622776601683794,32,6,200,0.4,he,0.021445391699671745
0.00031622776601683794,32,6,200,0.4,xavier,0.01938503421843052
0.00031622776601683794,32,6,200,0.5,he,0.03864355757832527
0.00031622776601683794,32,6,200,0.5,xavier,0.02226702868938446
0.00031622776601683794,32,6,300,0.2,he,0.016258955001831055
0.00031622776601683794,32,6,300,0.2,xavier,0.01559142954647541
0.00031622776601683794,32,6,300,0.3,he,0.01815786398947239
0.00031622776601683794,32,6,300,0.3,xavier,0.01593845896422863
0.00031622776601683794,32,6,300,0.4,he,0.020716501399874687
0.00031622776601683794,32,6,300,0.4,xavier,0.017542552202939987
0.00031622776601683794,32,6,300,0.5,he,0.02383711002767086
0.00031622776601683794,32,6,300,0.5,xavier,0.020501796156167984
0.00031622776601683794,32,6,400,0.2,he,0.01659969985485077
0.00031622776601683794,32,6,400,0.2,xavier,0.015513824298977852
0.00031622776601683794,32,6,400,0.3,he,0.01730513945221901
0.00031622776601683794,32,6,400,0.3,xavier,0.015825217589735985
0.00031622776601683794,32,6,400,0.4,he,0.02032669074833393
0.00031622776601683794,32,6,400,0.4,xavier,0.017589576542377472
0.00031622776601683794,32,6,400,0.5,he,0.024992266669869423
0.00031622776601683794,32,6,400,0.5,xavier,0.020587392151355743
0.00031622776601683794,32,6,500,0.2,he,0.016134366393089294
0.00031622776601683794,32,6,500,0.2,xavier,0.015454098582267761
0.00031622776601683794,32,6,500,0.3,he,0.017501600086688995
0.00031622776601683794,32,6,500,0.3,xavier,0.015626100823283195
0.00031622776601683794,32,6,500,0.4,he,0.020919950678944588
0.00031622776601683794,32,6,500,0.4,xavier,0.016323693096637726
0.00031622776601683794,32,6,500,0.5,he,0.02651141956448555
0.00031622776601683794,32,6,500,0.5,xavier,0.01892595738172531
0.00031622776601683794,32,7,50,0.2,he,0.03782305493950844
0.00031622776601683794,32,7,50,0.2,xavier,0.02439681999385357
0.00031622776601683794,32,7,50,0.3,he,0.04341079667210579
0.00031622776601683794,32,7,50,0.3,xavier,0.041729655116796494
0.00031622776601683794,32,7,50,0.4,he,0.0436825267970562
0.00031622776601683794,32,7,50,0.4,xavier,0.04364261031150818
0.00031622776601683794,32,7,50,0.5,he,0.04369066283106804
0.00031622776601683794,32,7,50,0.5,xavier,0.04367712140083313
0.00031622776601683794,32,7,100,0.2,he,0.019688380882143974
0.00031622776601683794,32,7,100,0.2,xavier,0.017455482855439186
0.00031622776601683794,32,7,100,0.3,he,0.02693035826086998
0.00031622776601683794,32,7,100,0.3,xavier,0.024620644748210907
0.00031622776601683794,32,7,100,0.4,he,0.04351814463734627
0.00031622776601683794,32,7,100,0.4,xavier,0.03327591344714165
0.00031622776601683794,32,7,100,0.5,he,0.04368947446346283
0.00031622776601683794,32,7,100,0.5,xavier,0.04369833692908287
0.00031622776601683794,32,7,200,0.2,he,0.0169708039611578
