Date,First,Second,Winner,Player 1 Thinking Time," ""Player 2 Thinking Time"""," ""Total Moves""",Unnamed: 7
2024-01-10 01:10:44,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.3569849999999998,0.5780049999999999,127,
2024-01-10 01:10:46,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,0.7120489999999997,0.4559890000000001,104,
2024-01-10 01:10:48,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.4969779999999996,1.5470469999999994,187,
2024-01-10 01:10:49,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,0.2050009999999999,0.276999,26,
2024-01-10 01:10:51,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.595502,0.4280289999999998,115,
2024-01-10 01:10:52,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,0.4865159999999999,0.274999,74,
2024-01-10 01:10:53,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.2700099999999999,0.8150140000000001,117,
2024-01-10 01:10:54,./engines/mcts-improved,./engines/mcts,./engines/mcts,0.189997,0.229003,41,
2024-01-10 01:10:55,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.2119990000000001,0.414001,63,
2024-01-10 01:10:59,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,2.1025019999999994,0.8355119999999994,336,
2024-01-10 01:11:02,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.8535470000000002,1.7231950000000007,241,
2024-01-10 01:11:05,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,1.6462469999999991,1.3485529999999994,308,
2024-01-10 01:11:07,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.8710200000000001,0.833028,161,
2024-01-10 01:11:08,./engines/mcts-improved,./engines/mcts,./engines/mcts,0.390001,0.2409960000000001,45,
2024-01-10 01:11:10,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.3359960000000001,0.484003,93,
2024-01-10 01:11:12,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,1.4600509999999989,0.5859909999999994,268,
2024-01-10 01:11:14,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.368011,0.7704990000000005,99,
2024-01-10 01:11:15,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,0.421506,0.158005,46,
2024-01-10 01:11:17,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.553272,1.478743,219,
2024-01-10 01:11:18,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,0.5575530000000001,0.2959579999999999,92,
2024-01-10 01:11:21,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.5899840000000002,1.3410140000000004,175,
2024-01-10 01:11:22,./engines/mcts-improved,./engines/mcts,./engines/mcts,0.3640380000000001,0.200963,51,
2024-01-10 01:11:24,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.5345039999999999,1.0550040000000005,153,
2024-01-10 01:11:28,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,2.599731999999994,1.762799999999997,700,
2024-01-10 01:11:30,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.3455,0.6260050000000003,97,
2024-01-10 01:11:31,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,0.7107969999999997,0.2697350000000001,150,
2024-01-10 01:11:32,./engines/mcts,./engines/mcts-improved,./engines/mcts,0.3079880000000001,0.204015,54,
2024-01-10 01:11:34,./engines/mcts-improved,./engines/mcts,./engines/mcts-improved,0.7825110000000002,0.3759929999999999,120,
2024-01-10 01:11:35,./engines/mcts,./engines/mcts-improved,./engines/mcts-improved,0.153997,0.285002,37,
